timeScraped,playersOnline
1638216456.740633,19
1638216486.9292438,19
1638216516.8984282,18
1638216546.847438,18
1638216577.0074713,18
1638216606.9760516,18
1638216636.9422517,17
1638216666.9284365,17
1638216697.0401723,15
1638216727.115923,16
1638216757.0207253,17
1638216787.130146,17
1638216817.1752589,17
1638216847.129383,17
1638216877.5802698,17
1638216907.612336,17
1638216937.6012182,14
1638216967.6121094,15
1638216997.7073317,15
1638217027.5499423,14
1638217057.7735906,15
1638217087.7363617,15
1638217117.805401,15
1638217147.8375163,16
1638217177.7606945,16
1638217207.7542224,16
1638217237.8631458,15
1638217267.8509073,16
1638217298.0071316,16
1638217328.0218174,15
1638217358.0782251,18
1638217388.0056055,18
1638217418.0078743,18
1638217448.0808945,20
1638217478.1944766,21
1638217508.6117303,21
1638217538.6780925,22
1638217568.7571714,22
1638217598.6330318,22
1638217628.8204532,22
1638217658.8005214,22
1638217688.881469,22
1638217718.9010437,22
1638217748.9237916,23
1638217778.8921103,23
1638217808.8463297,23
1638217838.860636,24
1638217868.9927292,24
1638217898.960478,22
1638217929.0250218,22
1638217959.0992255,23
1638217989.1767764,23
1638218019.1287155,23
1638218049.17995,23
1638218079.167886,23
1638218109.66153,23
1638218139.6424968,23
1638218169.669919,22
1638218199.6900055,21
1638218229.7427878,20
1638218259.7897747,19
1638218289.8499012,19
1638218319.693912,19
1638218349.7857385,19
1638218379.7569985,17
1638218409.8035533,17
1638218439.8720126,17
1638218470.042557,17
1638218499.8778563,17
1638218530.034951,18
1638218559.9726121,17
1638218590.16153,18
1638218620.0994477,18
1638218650.0839121,17
1638218680.2516224,17
1638218710.6910121,17
1638218740.8050802,17
1638218770.8035634,17
1638218800.8785784,16
1638218830.8689861,17
1638218860.8628428,18
1638218890.9354503,18
1638218921.0063703,18
1638218950.9813206,18
1638218981.0165875,17
1638219011.0018039,16
1638219040.9465642,17
1638219071.1333923,20
1638219101.104101,20
1638219131.1928773,19
1638219161.035188,19
1638219191.2241266,18
1638219221.300544,18
1638219251.2699382,18
1638219281.2419415,18
1638219311.7376862,17
1638219341.816587,17
1638219371.6746614,16
1638219401.8513715,17
1638219431.7926116,17
1638219461.8648186,17
1638219491.8333678,18
1638219521.8052979,18
1638219551.821342,18
1638219581.976464,17
1638219611.9117522,18
1638219642.1046088,18
1638219671.96149,19
1638219702.0340507,16
1638219732.208154,16
1638219762.1427917,16
1638219792.1299028,16
1638219822.3960266,15
1638219852.1492782,16
1638219882.3303688,16
1638219912.7362986,16
1638219942.9283004,16
1638219972.863579,16
1638220002.9284499,15
1638220032.846017,14
1638220062.9877667,15
1638220092.9586651,15
1638220123.143621,15
1638220153.1576855,15
1638220183.0224504,14
1638220213.157568,16
1638220243.173509,17
1638220273.274407,17
1638220303.2675607,18
1638220333.1943142,17
1638220363.3928087,18
1638220393.3780112,18
1638220423.3514822,18
1638220453.3943245,18
1638220483.4771404,18
1638220513.9591143,15
1638220543.993374,17
1638220573.9584894,15
1638220603.9121587,16
1638220634.054675,16
1638220664.0073795,16
1638220694.0860143,16
1638220724.1895964,17
1638220754.1952088,17
1638220784.270506,16
1638220814.273694,17
1638220844.12874,17
1638220874.3169553,17
1638220904.190338,17
1638220934.410774,13
1638220964.4548411,13
1638220994.463825,14
1638221024.4395003,14
1638221054.4755108,14
1638221084.5528243,14
1638221114.8610594,14
1638221144.940519,14
1638221174.955914,14
1638221204.992432,13
1638221235.065662,12
1638221264.9107404,11
1638221295.0577838,13
1638221325.0402844,13
1638221355.1767735,13
1638221385.2060833,12
1638221415.158509,13
1638221445.1474557,13
1638221475.2117844,13
1638221505.2509387,13
1638221535.335512,13
1638221565.2556417,12
1638221595.4358623,12
1638221625.4151428,12
1638221655.4936893,12
1638221685.3669388,12
1638221715.8710868,12
1638221746.0642831,12
1638221776.0555646,12
1638221806.1271698,12
1638221835.9860027,12
1638221866.0584698,11
1638221896.0837345,11
1638221926.1475968,11
1638221956.2219098,11
1638221986.1745794,11
1638222016.255133,11
1638222046.1941764,11
1638222076.290834,12
1638222106.3834417,12
1638222136.4734213,12
1638222166.439059,12
1638222196.4007368,12
1638222226.4775326,12
1638222256.5697842,13
1638222286.5334716,11
1638222316.9782114,12
1638222347.0025952,14
1638222377.159008,14
1638222407.1777136,14
1638222437.179927,13
1638222467.1658797,13
1638222497.3175037,13
1638222527.3179555,13
1638222557.4119222,13
1638222587.2744138,11
1638222617.255309,13
1638222647.348898,13
1638222677.5178196,13
1638222707.378835,13
1638222737.3877807,14
1638222767.5498304,14
1638222797.4816246,12
1638222827.6114743,14
1638222857.5570638,14
1638222887.829809,14
1638222918.002266,14
1638222947.975583,13
1638222977.9579642,14
1638223008.1280406,14
1638223038.192186,14
1638223068.130104,13
1638223098.2376733,14
1638223128.2840478,14
1638223158.1468842,14
1638223188.3378835,13
1638223218.2738307,14
1638223248.348735,13
1638223278.4261384,12
1638223308.4400492,10
1638223338.4397142,10
1638223368.4081433,10
1638223398.3841147,11
1638223428.5522478,11
1638223458.413489,11
1638223488.5970812,11
1638223519.0966136,10
1638223549.1601963,10
1638223579.0359595,10
1638223609.2080219,10
1638223639.2878768,11
1638223669.1438048,11
1638223699.3181,10
1638223729.3320658,10
1638223759.3920622,10
1638223789.3648677,10
1638223819.4462152,9
1638223849.4087398,9
1638223879.4768817,9
1638223909.4455812,9
1638223939.508162,9
1638223969.5992727,9
1638223999.6488976,9
1638224029.602745,9
1638224059.7058213,9
1638224089.72498,8
1638224120.238118,8
1638224150.336306,8
1638224180.4156845,8
1638224210.3767066,8
1638224240.3480244,8
1638224270.3157225,8
1638224300.5029435,8
1638224330.3629403,7
1638224360.523174,6
1638224390.5039499,6
1638224420.4608662,7
1638224450.6674025,7
1638224480.6306956,7
1638224510.5958576,7
1638224540.5741365,7
1638224570.75506,7
1638224600.6149895,7
1638224630.7997208,8
1638224660.8783166,7
1638224690.8300157,7
1638224721.227227,7
1638224751.3019774,7
1638224781.2550125,7
1638224811.3372848,7
1638224841.4134822,7
1638224871.3700104,7
1638224901.4400756,7
1638224931.4124084,7
1638224961.4899917,7
1638224991.440162,7
1638225021.5200238,8
1638225051.5870302,8
1638225081.5982773,9
1638225111.7071657,9
1638225141.569895,9
1638225171.7562666,9
1638225201.6141605,9
1638225231.8045573,9
1638225261.7458138,9
1638225291.7992306,9
1638225322.303922,9
1638225352.3355346,10
1638225382.1498468,10
1638225412.3332894,10
1638225442.270675,11
1638225472.3514295,11
1638225502.2850857,11
1638225532.3971412,11
1638225562.4612985,11
1638225592.507038,10
1638225622.5153522,11
1638225652.4710796,11
1638225682.4615817,11
1638225712.629357,11
1638225742.7102594,10
1638225772.549214,10
1638225802.7267225,11
1638225832.6782734,11
1638225862.8505704,11
1638225892.8361857,11
1638225923.1919324,11
1638225953.2083223,12
1638225983.2583761,11
1638226013.3472478,11
1638226043.349165,12
1638226073.307401,11
1638226103.4503298,13
1638226133.426288,13
1638226163.3931975,12
1638226193.4771233,12
1638226223.55452,12
1638226253.5504837,12
1638226283.6333292,12
1638226313.6013217,12
1638226343.6803894,12
1638226373.5023148,12
1638226403.597347,12
1638226433.676097,12
1638226463.773068,12
1638226493.6287086,12
1638226524.4025795,12
1638226554.3498816,12
1638226584.3047514,12
1638226614.3773413,12
1638226644.3623416,12
1638226674.443743,12
1638226704.7681708,12
1638226734.6277037,13
1638226764.6054747,13
1638226794.6925788,13
1638226824.6505675,12
1638226854.7443776,12
1638226884.7843645,13
1638226914.7885723,14
1638226944.644869,14
1638226974.881047,14
1638227004.8323448,14
1638227034.9146383,14
1638227064.960153,14
1638227094.8234541,15
1638227126.3847516,16
1638227155.4100544,16
1638227185.368262,18
1638227215.3204916,16
1638227245.5220892,18
1638227275.4721174,17
1638227305.5089,17
1638227335.6024766,16
1638227365.5486255,17
1638227395.6464505,17
1638227425.4929726,16
1638227455.5723066,16
1638227485.5545118,16
1638227515.7136414,17
1638227545.788769,17
1638227575.7837186,18
1638227605.8635776,18
1638227635.7364194,18
1638227665.7244136,18
1638227695.8405423,20
1638227726.3338883,19
1638227756.441838,19
1638227786.2865887,18
1638227816.3834982,18
1638227846.458276,18
1638227876.5079246,18
1638227906.5811882,18
1638227936.522799,17
1638227966.598708,18
1638227996.5356326,16
1638228026.723233,15
1638228056.691206,15
1638228086.7405684,15
1638228116.724452,17
1638228146.677793,17
1638228176.6661537,17
1638228206.8400013,17
1638228236.770004,17
1638228266.9399416,16
1638228296.8964436,17
1638228327.1583157,17
1638228357.288444,18
1638228387.3828835,18
1638228417.2301195,18
1638228447.4447236,18
1638228477.4007874,18
1638228507.4873521,17
1638228537.4867136,17
1638228567.5534132,18
1638228597.602063,18
1638228627.5849638,17
1638228657.6455932,14
1638228687.586612,13
1638228717.6587098,15
1638228747.7471607,15
1638228777.7443714,17
1638228807.8146555,15
1638228837.664053,14
1638228867.7855911,15
1638228897.8208911,17
1638228928.551907,15
1638228958.6427772,14
1638228988.6218266,15
1638229018.5701456,15
1638229048.7411292,15
1638229078.7869883,15
1638229108.7762508,17
1638229138.8488286,17
1638229168.8470588,18
1638229198.8342123,17
1638229228.7929413,16
1638229258.987295,17
1638229288.9919813,17
1638229318.975021,17
1638229349.0700052,17
1638229378.9139335,17
1638229409.0819364,17
1638229439.1620784,17
1638229469.1459792,16
1638229499.1750112,15
1638229529.6812,17
1638229559.6674314,16
1638229589.5829155,17
1638229619.7282307,15
1638229649.7080755,15
1638229679.7691307,16
1638229709.849403,14
1638229739.7950244,14
1638229769.867025,14
1638229799.816104,14
1638229829.8952637,14
1638229860.0348718,11
1638230013.2063768,13
1638230043.2594955,14
1638230073.333132,14
1638230103.1957855,15
1638230133.6650226,15
1638230163.7058187,15
1638230193.784706,13
1638230223.8682733,13
1638230253.822169,11
1638230283.7864676,11
1638230313.8783088,12
1638230343.965569,12
1638230373.9297829,12
1638230404.0678816,13
1638230434.0406487,13
1638230463.990057,13
1638230493.9612002,12
1638230524.8006532,13
1638230554.8932989,14
1638230588.9935474,12
1638230619.06677,11
1638230654.2770746,12
1638230684.3641891,11
1638230714.4249897,13
1638230744.802908,13
1638230774.7858176,13
1638230804.862709,13
1638230834.8497329,12
1638230864.8322496,11
1638230894.9098537,12
1638230924.8009038,13
1638230954.9739447,13
1638230984.9409475,13
1638231015.0561724,13
1638231045.0547698,13
1638231075.1337967,13
1638231105.0827227,13
1638231135.1651103,13
1638231165.0557592,13
1638231195.227965,11
1638231225.2538927,9
1638231255.1277263,9
1638231285.3210452,10
1638231315.1791115,10
1638231345.5818977,10
1638231375.6748643,9
1638231405.8027012,10
1638231435.6655588,10
1638231465.8518946,10
1638231495.9249175,10
1638231525.8962452,10
1638231555.8637567,10
1638231585.8366416,10
1638231615.900154,10
1638231646.019931,10
1638231676.1034575,10
1638231705.940769,8
1638231736.101826,11
1638231766.1808884,11
1638231796.0517135,11
1638231826.2379541,11
1638231856.0985224,11
1638231886.2885773,11
1638231916.276493,11
1638231947.01775,11
1638231976.9290073,12
1638232007.1454349,9
1638232037.1937923,11
1638232067.1655536,12
1638232097.1173098,12
1638232127.0704908,13
1638232157.2579825,12
1638232187.3006272,11
1638232217.362864,12
1638232247.2289815,12
1638232277.384729,12
1638232307.4279344,14
1638232337.3996625,13
1638232368.3625617,10
1638232397.4906688,11
1638232427.5675745,11
1638232457.5451007,10
1638232487.426262,10
1638232517.6298342,10
1638232548.033622,10
1638232578.1181507,10
1638232608.0975606,10
1638232638.1755598,10
1638232668.1748507,11
1638232698.0204725,11
1638232728.225082,10
1638232758.2109776,10
1638232788.2531605,11
1638232818.3147013,10
1638232848.349454,11
1638232878.2080019,11
1638232908.387718,11
1638232938.4297106,9
1638232968.4289842,11
1638232998.5206668,11
1638233028.3799624,10
1638233058.4928334,11
1638233088.5878143,11
1638233118.4465806,11
1638233148.9086518,12
1638233178.9476688,12
1638233209.0234015,12
1638233239.0825446,11
1638233269.0347772,12
1638233299.1334968,12
1638233329.1037407,12
1638233369.302256,11
1638233399.3357806,11
1638233447.3937638,11
1638233477.5342271,11
1638233507.597281,10
1638233537.581633,10
1638233567.536027,12
1638233597.5674152,12
1638233627.5989323,15
1638233657.6900027,15
1638233687.6645732,15
1638233717.7292056,14
1638233747.8054078,15
1638233778.1487436,15
1638233808.2581313,15
1638233838.255806,15
1638233868.1436048,15
1638233898.3487568,15
1638233928.206289,15
1638233958.3618429,15
1638233988.4411888,15
1638234018.4175177,15
1638234048.4922223,16
1638234078.4396029,16
1638234108.4605114,16
1638234138.4300344,16
1638234168.6153395,16
1638234198.6433933,15
1638234228.6344278,17
1638234258.5963707,15
1638234288.554591,14
1638234318.5663457,15
1638234348.7681954,15
1638234379.2089396,16
1638234409.0745382,16
1638234461.643194,13
1638234492.2682319,15
1638234522.3828127,17
1638234552.3774228,16
1638234582.2844958,16
1638234612.475913,17
1638234642.4423432,17
1638234672.3349795,18
1638234702.475049,18
1638234733.6102173,17
1638234762.5366862,14
1638234792.4586763,16
1638234822.4891663,18
1638234852.6951263,18
1638234882.5363615,18
1638234912.7367587,18
1638234942.6006405,18
1638234972.6490998,17
1638235002.852597,17
1638235032.708607,18
1638235062.7534363,18
1638235093.1856673,17
1638235123.2238913,17
1638235153.1967828,18
1638235183.3803566,17
1638235213.2584713,15
1638235244.8626482,14
1638235273.4584537,14
1638235303.4396496,14
1638235333.4267414,14
1638235363.5238948,14
1638235393.586634,13
1638235423.439214,14
1638235453.4726791,14
1638235483.6498137,15
1638235513.629615,16
1638235543.6928978,17
1638235573.5557575,16
1638235603.77042,17
1638235633.7413416,17
1638235663.8167853,17
1638235694.158721,17
1638235724.190659,18
1638235754.2427967,18
1638235784.0804133,18
1638235814.3194883,16
1638235844.2862766,14
1638235874.3508136,14
1638235904.289995,14
1638235934.221316,15
1638235964.2566535,13
1638235994.4595797,13
1638236024.3950148,16
1638236054.4617045,16
1638236084.4573236,16
1638236114.4348977,16
1638236144.6334631,16
1638236174.5710428,15
1638236204.643837,15
1638236234.5997696,14
1638236264.818403,13
1638236295.127903,14
1638236325.0334165,17
1638236355.03954,16
1638236385.0703292,16
1638236415.1790416,16
1638236445.2722418,15
1638236475.3036313,16
1638236505.4013407,16
1638236535.2612057,15
1638236565.353039,15
1638236595.4593475,15
1638236625.4303763,15
1638236655.5073533,15
1638236685.46101,15
1638236715.5564473,15
1638236745.5205343,14
1638236775.5722084,15
1638236808.127875,15
1638236835.627544,15
1638236865.6173153,14
1638236896.0239427,14
1638236926.043937,15
1638236955.9262106,15
1638236986.1186252,15
1638237016.1683178,16
1638237046.1325877,15
1638237076.0977232,15
1638237106.2745948,14
1638237136.2102444,14
1638237166.2724051,14
1638237196.2883687,14
1638237226.2442882,13
1638237256.3013198,14
1638237286.3905613,14
1638237316.4255252,14
1638237346.2883484,14
1638237376.4907029,14
1638237406.3417222,15
1638237436.5427067,16
1638237466.5985312,16
1638237497.0203028,15
1638237526.962202,15
1638237557.1582303,15
1638237587.0033245,15
1638237617.0361564,15
1638237647.243194,15
1638237677.0855653,16
1638237707.1642795,17
1638237737.3175442,15
1638237767.179429,15
1638237797.3771932,15
1638237827.4151828,14
1638237857.2685652,14
1638237887.4321551,15
1638237917.3003907,15
1638237947.4777844,15
1638237977.444261,15
1638238007.3934705,12
1638238037.5077245,13
1638238067.5864625,13
1638238097.8343482,14
1638238128.0073402,14
1638238157.943125,15
1638238188.0225928,14
1638238218.0855658,15
1638238247.9573722,15
1638238278.1580772,15
1638238308.0345643,15
1638238338.231898,14
1638238368.0802763,14
1638238398.2053943,14
1638238428.3014288,14
1638238458.8194954,14
1638238488.7400486,14
1638238518.8219419,15
1638238548.7221494,15
1638238578.915273,14
1638238608.9428935,15
1638238638.9414034,15
1638238668.8221922,15
1638238699.3944414,15
1638238729.4441924,15
1638238759.3043714,14
1638238789.3386197,15
1638238819.504718,15
1638238849.5263038,15
1638238879.471974,15
1638238909.5535147,14
1638238939.5864947,14
1638238969.570291,13
1638238999.6444974,13
1638239029.613398,13
1638239059.7897074,13
1638239089.743714,13
1638239119.817298,13
1638239149.8006685,13
1638239179.75843,13
1638239209.91247,13
1638239239.945712,11
1638239269.9724758,11
1638239300.3635225,12
1638239330.4450612,11
1638239360.5023198,11
1638239390.441364,11
1638239420.4248166,11
1638239450.5827565,11
1638239480.442519,12
1638239510.6134338,12
1638239540.6654875,12
1638239570.6906965,11
1638239600.6645257,12
1638239630.7119431,11
1638239660.7383833,12
1638239690.7264924,11
1638239720.8326414,11
1638239750.7124717,10
1638239780.9107113,12
1638239810.7575607,12
1638239840.8024669,12
1638239870.8676667,12
1638239901.3043284,12
1638239931.2753582,12
1638239961.2556193,11
1638239991.2864597,12
1638240021.2868304,12
1638240051.4724004,12
1638240081.331533,11
1638240111.5022688,10
1638240141.4590867,10
1638240171.413495,12
1638240201.4262514,12
1638240231.6285658,12
1638240261.67971,13
1638240291.660046,13
1638240321.6947157,13
1638240351.6174793,11
1638240381.7280278,11
1638240411.6646287,12
1638240441.8388596,12
1638240471.8048275,11
1638240502.6474326,12
1638240532.6424017,11
1638240562.6600554,12
1638240592.6139407,12
1638240622.7104373,12
1638240652.7893903,11
1638240682.8304682,12
1638240712.7997758,10
1638240742.7373235,10
1638240772.8504856,9
1638240802.9604678,10
1638240832.897577,10
1638240862.898869,10
1638240892.974129,10
1638240922.9394984,10
1638240953.0186589,10
1638240982.9262335,10
1638241013.1132598,11
1638241042.9864972,11
1638241073.1115134,11
1638241103.6289191,11
1638241133.5977433,10
1638241163.6961977,10
1638241194.0355983,11
1638241223.7437406,11
1638241253.7110257,10
1638241283.7369406,10
1638241313.7469437,11
1638241343.84956,12
1638241373.8335266,12
1638241403.7849603,12
1638241433.9586194,11
1638241463.8201332,11
1638241494.007593,11
1638241523.9767761,11
1638241554.0690022,9
1638241583.9745827,10
1638241613.9305289,9
1638241644.0882592,9
1638241674.1585152,10
1638241704.5716443,10
1638241734.6351218,10
1638241764.4870012,9
1638241794.681474,8
1638241824.7527852,8
1638241854.7708771,8
1638241884.8210294,8
1638241914.6955352,8
1638241944.784786,8
1638241974.7537546,8
1638242004.8529713,8
1638242034.8206706,8
1638242064.9171848,8
1638242094.958597,8
1638242125.0336041,8
1638242154.8837,8
1638242185.0559344,8
1638242214.9439108,8
1638242245.0806937,8
1638242275.1900547,8
1638242305.8011508,7
1638242335.8039963,9
1638242365.7906134,9
1638242395.8650208,9
1638242425.89487,10
1638242455.862815,9
1638242485.8346984,8
1638242515.9109597,9
1638242546.0095685,9
1638242575.8753016,8
1638242606.0716712,8
1638242636.021935,7
1638242666.1162875,8
1638242696.081722,8
1638242726.1799912,8
1638242756.159002,8
1638242786.2579472,8
1638242816.2275186,8
1638242846.300851,8
1638242876.1587577,8
1638242906.6622145,8
1638242936.6370249,7
1638242966.7153242,7
1638242996.6809604,7
1638243026.7391906,7
1638243056.8061435,7
1638243086.6491013,6
1638243116.7118149,6
1638243146.9106815,6
1638243176.7865338,6
1638243206.9799404,6
1638243236.8368006,6
1638243266.8980885,6
1638243296.9880705,6
1638243326.9576988,6
1638243357.0521045,7
1638243387.0823793,7
1638243417.1603286,7
1638243447.121857,7
1638243477.1678114,6
1638243507.59091,6
1638243537.544873,6
1638243567.5042257,6
1638243597.5979135,6
1638243627.6648173,6
1638243657.63023,6
1638243687.726971,6
1638243717.8058178,6
1638243747.6658266,5
1638243777.739034,6
1638243807.71013,6
1638243837.8960025,6
1638243867.9627836,5
1638243897.9339347,5
1638243927.975478,6
1638243957.9450276,6
1638243987.8949726,6
1638244018.0671644,5
1638244048.0207326,6
1638244077.972851,6
1638244108.4872336,6
1638244138.572694,6
1638244168.6439457,6
1638244198.5057771,6
1638244228.6928341,4
1638244258.7569947,4
1638244288.6618237,3
1638244318.7384596,3
1638244469.6595328,0
1638244469.8818977,0
1638244500.0740042,2
1638244530.0809166,2
1638244560.0539336,2
1638244590.1335986,2
1638244620.2139418,2
1638244650.0972638,3
1638244680.2560658,2
1638244710.5517602,2
1638244740.4891498,4
1638244770.6483424,5
1638244800.710328,4
1638244830.676027,4
1638244860.7419171,4
1638244890.8028853,3
1638244920.757917,4
1638244950.7377727,4
1638244980.8177857,3
1638245010.896333,3
1638245040.8647468,3
1638245070.9427645,3
1638245101.0229375,3
1638245130.851832,3
1638245160.9279308,3
1638245191.0041928,3
1638245220.9767575,3
1638245251.0520113,3
1638245281.1283212,3
1638245311.6640549,3
1638245341.7418218,3
1638245371.6903,3
1638245401.7548304,3
1638245431.8317664,3
1638245461.6948097,3
1638245491.881922,3
1638245521.740784,3
1638245551.9090197,3
1638245581.8811772,3
1638245611.8526235,3
1638245641.9929917,3
1638245671.9407885,3
1638245702.0270352,3
1638245732.1004007,3
1638245761.957693,3
1638245792.037911,3
1638245822.2061112,2
1638245852.1609144,2
1638245882.1427662,3
1638245913.1028397,3
1638245943.097793,3
1638245973.0888221,3
1638246003.1637068,3
1638246033.2229817,3
1638246063.2891464,3
1638246093.1300206,3
1638246123.304014,3
1638246153.2452853,3
1638246183.4088156,3
1638246213.2580676,3
1638246243.3361998,2
1638246273.3954794,2
1638246303.472803,2
1638246333.5527482,2
1638246363.410215,2
1638246393.582004,2
1638246423.4399407,2
1638246453.6490452,2
1638246483.6156,2
1638246513.800141,2
1638246543.865085,2
1638246573.8629613,3
1638246603.9438198,3
1638246633.78359,3
1638246663.9588697,3
1638246694.0188103,3
1638246723.989847,3
1638246754.0192394,4
1638246784.101459,4
1638246814.0581017,4
1638246844.024074,4
1638246874.0988362,4
1638246904.1807396,4
1638246934.257802,4
1638246964.1305256,4
1638246994.3179667,4
1638247024.2711172,4
1638247054.3187037,4
1638247084.3947737,4
1638247114.9150279,4
1638247144.8818097,4
1638247174.9468205,4
1638247204.8027697,4
1638247234.9869192,4
1638247265.0721521,4
1638247295.027592,4
1638247325.087518,4
1638247355.055381,4
1638247385.135771,4
1638247415.1000175,3
1638247445.1644275,3
1638247475.23629,3
1638247505.2051234,4
1638247535.1807752,4
1638247565.2522411,4
1638247595.2270827,4
1638247625.4157043,4
1638247655.2702355,4
1638247685.4452524,4
1638247715.9591107,4
1638247746.0185592,4
1638247775.878131,4
1638247805.9767652,4
1638247836.056298,4
1638247866.116908,4
1638247895.975358,4
1638247926.162094,4
1638247956.0338383,4
1638247986.2260199,4
1638248016.2272816,4
1638248046.190048,4
1638248076.267037,4
1638248106.350182,4
1638248136.3001308,4
1638248166.2735949,4
1638248196.461017,4
1638248226.3018003,4
1638248256.4857874,4
1638248286.3649905,4
1638248316.8870902,4
1638248347.0720193,3
1638248377.0330656,3
1638248407.13082,3
1638248436.9856482,3
1638248467.0825949,3
1638248497.1478999,3
1638248527.1910288,2
1638248557.3051178,4
1638248587.2539427,4
1638248617.3357594,4
1638248647.391965,4
1638248677.3928473,4
1638248707.457877,4
1638248737.3147786,4
1638248896.8152597,4
1638248927.1168299,4
1638248957.1772206,4
1638250413.8566365,3
1638250444.3627963,4
1638250474.334845,4
1638250504.3991349,4
1638250534.2544115,4
1638250564.4502223,4
1638250594.391718,4
1638250624.5074747,4
1638250654.5852623,4
1638250684.5429492,4
1638250714.5059905,4
1638250744.5836287,4
1638250774.6609025,4
1638250804.7206469,4
1638250834.6929271,4
1638250864.7580137,4
1638250894.7259114,4
1638250924.6983826,4
1638250954.7700672,4
1638250984.7262502,4
1638251014.9080567,4
1638251045.4456768,5
1638251075.5406196,5
1638251105.6109486,5
1638251135.471095,5
1638251165.6469734,5
1638251195.6312232,5
1638251225.710242,5
1638251255.680081,5
1638251285.647041,5
1638251315.722949,5
1638251345.8157473,5
1638251375.6747746,5
1638251405.8641367,5
1638251435.723805,5
1638251465.9123666,5
1638251495.7710743,5
1638251525.955292,5
1638251555.9303129,5
1638251586.0042577,5
1638251615.9579527,5
1638251646.4792328,5
1638251676.6314888,5
1638251706.49261,5
1638251736.6773043,4
1638251766.5022635,5
1638251796.7402012,5
1638251826.7113748,5
1638251856.6193619,5
1638251886.7895226,5
1638251916.6461904,5
1638251946.839238,5
1638251976.8954208,5
1638252006.8623412,4
1638252036.7682805,5
1638252066.956223,5
1638252097.0025616,5
1638252126.964205,5
1638252157.023676,5
1638252187.1015165,5
1638252217.056239,5
1638252247.549763,5
1638252277.4107282,5
1638252307.5855474,5
1638252337.642463,5
1638252367.6127253,5
1638252397.693331,5
1638252427.5527399,5
1638252457.7379353,6
1638252487.7076483,6
1638252517.679345,6
1638252547.7574275,6
1638252577.8147697,6
1638252607.7696378,6
1638252637.7378743,6
1638252667.9295416,6
1638252697.9145188,6
1638252727.9117246,6
1638252757.9760156,6
1638252788.038084,6
1638252817.995519,6
1638252848.5236938,6
1638252878.3626401,6
1638252908.5374537,7
1638252938.4010382,7
1638252968.5548518,7
1638252998.628006,7
1638253028.7077072,6
1638253058.6795545,6
1638253088.692754,6
1638253118.7419293,6
1638253148.6070735,6
1638253178.6936448,6
1638253208.7727513,6
1638253238.8487825,6
1638253268.928483,6
1638253298.784847,7
1638253328.9743946,7
1638253358.7863147,7
1638253388.9425714,7
1638253418.9773054,9
1638253449.2699575,9
1638253479.4466345,9
1638253509.415262,9
1638253539.5025034,9
1638253569.3650556,9
1638253599.4651396,9
1638253629.5430868,9
1638253659.5990517,9
1638253689.601974,9
1638253719.6802933,9
1638253749.6601264,9
1638253779.7268455,9
1638253809.697479,9
1638253839.7362702,8
1638253869.8460221,8
1638253899.7891111,8
1638253929.7090342,8
1638253959.9122288,8
1638253989.8994718,8
1638254019.9721544,8
1638254050.3932211,8
1638254080.4581125,8
1638254110.4140518,8
1638254140.538096,8
1638254170.5063424,8
1638254200.60008,8
1638254230.604925,8
1638254260.5860872,8
1638254290.6589847,8
1638254320.7527962,8
1638254350.6167536,8
1638254380.8048568,8
1638254410.7749157,8
1638254440.7269378,8
1638254470.7088814,8
1638254500.8974879,8
1638254530.7587454,8
1638254560.94161,8
1638254591.0174615,8
1638254620.9792652,8
1638254651.4297557,8
1638254681.3799467,8
1638254711.4588294,8
1638254741.5530884,8
1638254771.5177352,8
1638254801.5547733,8
1638254831.679359,8
1638254861.6016824,7
1638254891.664776,7
1638254921.7256866,7
1638254951.7073338,7
1638254981.5673401,7
1638255011.755121,6
1638255041.8179111,6
1638255071.6740007,6
1638255101.8640282,6
1638255131.7100868,6
1638255161.89389,6
1638255191.804645,6
1638255221.9934096,5
1638255252.3937483,4
1638255282.4273732,5
1638255312.3924704,5
1638255342.4732752,5
1638255372.5493472,6
1638255402.4160993,6
1638255432.6024296,6
1638255462.4627128,6
1638255492.6451123,6
1638255522.5987449,6
1638255552.6745417,6
1638255582.7585804,6
1638255612.7154846,6
1638255642.6598039,6
1638255672.7363753,6
1638255702.808705,6
1638255732.6756682,6
1638255762.8316743,5
1638255792.893804,6
1638255822.8789012,6
1638255853.486696,5
1638255883.4721696,5
1638255913.4740148,6
1638255943.440765,6
1638255973.5204227,6
1638256003.4761338,6
1638256033.6330085,6
1638256063.6621912,6
1638256093.6281724,6
1638256123.5980093,5
1638256153.7699056,5
1638256183.629023,5
1638256213.6642704,5
1638256243.7730007,5
1638256273.8531594,5
1638256303.806541,5
1638256333.883623,5
1638256363.8790293,2
1638256394.005025,5
1638256423.8692853,5
1638256454.3645256,5
1638256484.447284,5
1638256514.4431736,5
1638256544.4956748,6
1638256574.3373137,6
1638256604.4922276,6
1638256634.566543,6
1638256664.4254193,6
1638256694.617773,6
1638256724.5853229,6
1638256754.645545,7
1638256784.6305697,7
1638256814.6925206,7
1638256844.7888253,7
1638256874.7707562,8
1638256904.75683,8
1638256934.728454,8
1638256964.909527,8
1638256994.8994977,8
1638257024.855657,8
1638257055.3686504,8
1638257085.315606,8
1638257115.398447,8
1638257145.362375,7
1638257175.4594765,7
1638257205.5377727,7
1638257235.493894,7
1638257265.4421694,8
1638257295.4317703,8
